CHEMBL_ID,smiles,index,chembl,cid
CHEMBL1999714,Cc1ccc2Nc3ccccc3C(=O)Nc2c1,1793,CHEMBL1999714,19934548
CHEMBL1999718,FC(F)(F)c1ccc2c(NC(=O)Nc3ccc(cn3)C#N)ccnc2c1,1794,CHEMBL1999718,49830699
CHEMBL1999749,COc1cc(Nc2ncnc3ccc(cc23)c4ccc(CN5CC6C(CO)C6C5)cc4)ccc1Oc7ccccc7,1795,CHEMBL1999749,22557045
CHEMBL1999774,Cc1c(Cl)c(nc2NC=C(C(=O)O)C(=O)c12)N3CCC(CN)C3,1796,CHEMBL1999774,49830891
CHEMBL1999811,Oc1ccc(C=NNC(=O)Nc2cccc3nsnc23)c(O)c1,1797,CHEMBL1999811,4121107
CHEMBL1999918,NC(=O)c1cc2c(cncc2s1)c3ccc(Br)c(F)c3F,1798,CHEMBL1999918,49830790
CHEMBL1999931,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5ccccc5,1799,CHEMBL1999931,25164676
CHEMBL199996,Cc1n[nH]c2sc(C(=O)N)c(NC(=O)Nc3ccccc3)c12,1800,CHEMBL199996,44405949
CHEMBL2,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,1801,CHEMBL2,4893
CHEMBL20,CC(=O)Nc1nnc(s1)S(=O)(=O)N,1802,CHEMBL20,1986
CHEMBL2000029,Cc1ccccc1c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(N)c5c4,1803,CHEMBL2000029,49830443
CHEMBL2000071,OCCCNc1ncnc2[nH]cc(c3ccccc3)c12,1804,CHEMBL2000071,49830289
CHEMBL2000078,CCOc1ccc(cc1NC(=O)Cc2ccccc2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,1805,CHEMBL2000078,49830413
CHEMBL2000104,CCS(=O)(=O)c1ccc(cc1)c2cncc3sc(cc23)C(=O)N,1806,CHEMBL2000104,49830795
CHEMBL2000114,CSc1c[nH]c2ncnc(NCCCO)c12,1807,CHEMBL2000114,49830456
CHEMBL2000271,Cc1n[nH]c2ccc(cc12)c3cncc(OCC(CN)Cc4ccccc4)c3,1808,CHEMBL2000271,22607336
CHEMBL2000335,Cc1ccc(NC(=O)Nc2ccc(cc2)c3csc4ncnc(N)c34)cc1C,1809,CHEMBL2000335,49830354
CHEMBL2000345,COc1cc(C=C(C#N)c2nc3cc(C)ccc3[nH]2)c(Br)cc1O,1810,CHEMBL2000345,2858816
CHEMBL2000354,COc1ccc(C=C2SC(=Nc3ccccc3)NC2=O)cc1O,1811,CHEMBL2000354,135444250
CHEMBL2000393,Fc1ccc2ncn(c3ncc4NC(=O)N(C5CCOc6c(F)cccc56)c4n3)c2c1,1812,CHEMBL2000393,49831024
CHEMBL2000408,Cc1cn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc2c(C)n1)c4ccc(F)cc4F,1813,CHEMBL2000408,49830613
CHEMBL2000429,CC(C)Oc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F,1814,CHEMBL2000429,49830612
CHEMBL2000433,CCNNc1cc(C)c(C#N)c2nc3ccccc3n12,1815,CHEMBL2000433,3653771
CHEMBL2000481,NCCNS(=O)(=O)c1cccc(c1)C(=O)Nc2ccc(cc2)C3=NNC(=O)c4ccccc34,1816,CHEMBL2000481,49830818
CHEMBL2000508,Fc1ccc(cc1)c2nc3sccn3c2c4ccncc4,1817,CHEMBL2000508,19022684
CHEMBL2000568,CC(=O)c1cccc(c1)c2cnc3[nH]ccc3c2,1818,CHEMBL2000568,49830622
CHEMBL2000652,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cccc(Cl)c4)c(F)c3)c12,1819,CHEMBL2000652,11383888
CHEMBL2000685,CC(=NNC(=N)N)c1cc(NC(=O)c2cccc(c2)C(=O)Nc3cc(cc(c3)C(=NNC(=N)N)C)C(=NNC(=N)N)C)cc(c1)C(=NNC(=N)N)C,1820,CHEMBL2000685,136027061
CHEMBL2000724,Cc1cc(O)nc2[nH]nc(c3cccc(c3)c4ccc(cc4)C#N)c12,1821,CHEMBL2000724,136027080
CHEMBL2000801,Fc1ccc(NC(=O)Nc2ccc(cc2)c3cccc4sncc34)cc1C(F)(F)F,1822,CHEMBL2000801,49830386
CHEMBL2000832,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCc5cccc(F)c5,1823,CHEMBL2000832,49830569
CHEMBL2000879,C1Cc2[nH]ncc2CC1c3ccccc3,1824,CHEMBL2000879,49830975
CHEMBL2000894,Cc1cc(O)ccc1N2C=C(C(=O)NN)C(=O)c3ccc(cc23)c4ccncc4,1825,CHEMBL2000894,49830915
CHEMBL2000934,CCc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1,1826,CHEMBL2000934,49830688
CHEMBL2001019,OCCn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2,1827,CHEMBL2001019,17754438
CHEMBL2001149,Oc1ccc2nc([nH]c2c1)c3ccc(Sc4ccc(cc4)c5nc6ccc(O)cc6[nH]5)cc3,1828,CHEMBL2001149,49830856
CHEMBL2001224,Cc1cc(OC2CCCC2)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl,1829,CHEMBL2001224,49830838
CHEMBL2001228,Fc1ccccc1C(=O)Nc2cccc(c2Cl)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,1830,CHEMBL2001228,49830400
CHEMBL2001239,Nc1ncnc(Nc2cc(CNC(=O)C(F)(F)F)c(O)c(c2)c3ccc(Cl)cc3)n1,1831,CHEMBL2001239,49830987
CHEMBL2001257,CCN(CC)CC#Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,1832,CHEMBL2001257,11306240
CHEMBL2001288,Nc1ncnc2c1c(I)nn2C3OC(CO)C(O)C3O,1833,CHEMBL2001288,49831041
CHEMBL2001398,CC(C)(C)CCOc1cc(cc2[nH]nc(N)c12)c3ccc(cc3)C(=O)N,1834,CHEMBL2001398,49830453
CHEMBL2001451,CN(C)CCCCNC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,1835,CHEMBL2001451,49830651
CHEMBL2001477,NC(=O)c1ccc(cc1NCc2ccccc2)c3ccncc3,1836,CHEMBL2001477,49830495
CHEMBL2001485,CC(C(=O)N(C)C)n1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5ccc(C)cc5)cc4,1837,CHEMBL2001485,49830348
CHEMBL2001539,C1Cc2sccc2c3[nH]ncc13,1838,CHEMBL2001539,13452859
CHEMBL2001547,CCc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F,1839,CHEMBL2001547,25016361
CHEMBL2001584,CN1C=C(C=C(Nc2ccc(cn2)C(=O)N3CCOCC3)C1=O)c4cccc(NC(=O)c5ccc(cc5)C(C)(C)C)c4CO,1840,CHEMBL2001584,49831007
CHEMBL2001613,Brc1ccc2NNC(=O)c2c1,1841,CHEMBL2001613,21609265
CHEMBL2001641,CC(C)(O)c1cn(nn1)c2ccc3[nH]ncc3c2,1842,CHEMBL2001641,44186879
CHEMBL2001646,Cc1ccccc1c2cccc3c2c(Nc4ccccc4)c(C(=O)O)n3CCCOc5cccc6ccccc56,1843,CHEMBL2001646,25101956
CHEMBL2001668,IC1=CNC(=O)n2cc(nc12)c3ccccc3,1844,CHEMBL2001668,135741883
CHEMBL2001704,Nc1nnc2sc3ccccc3n12,1845,CHEMBL2001704,21392813
CHEMBL2001751,NC(COc1cncc(c1)c2ccc3NC(=O)C(=Cc4occc4)c3c2)Cc5c[nH]c6ccccc56,1846,CHEMBL2001751,49830601
CHEMBL2001920,Brc1ccc2NC(=O)C(=C3SC(=S)NC3=O)c2c1,1847,CHEMBL2001920,1268887
CHEMBL2001923,Fc1cc(Cn2cc(c3ccc4C(=O)Nc5cc(CCOc6ccc(cc6)N7CCOCC7)ccc5Nc4c3)c8ccncc28)cc(F)c1F,1848,CHEMBL2001923,49830953
CHEMBL2001957,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(OCC(F)(F)F)nccn23)c4ccc(F)cc4,1849,CHEMBL2001957,49830608
CHEMBL2001987,Fc1ccc(F)c2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc12,1850,CHEMBL2001987,49830692
CHEMBL2001998,CNC(=O)N1CCN(CCCOc2ccc3Cc4c(n[nH]c4c3c2)c5ccc(nc5)C#N)CC1,1851,CHEMBL2001998,49830639
CHEMBL2002099,N#CCC(C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,1852,CHEMBL2002099,17754772
CHEMBL2002105,Nc1n[nH]c2ncc(Br)cc12,1853,CHEMBL2002105,9834334
CHEMBL2002165,CC(O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,1854,CHEMBL2002165,49830365
CHEMBL2002182,O=C1NN=C2N1C=CC=C2c3ccccc3,1855,CHEMBL2002182,17856673
CHEMBL2002202,Clc1ccc(cc1)c2ccc3CNC(=O)c3c2,1856,CHEMBL2002202,49830492
CHEMBL2002240,CC(=O)Nc1cc(N)c(C#N)c(n1)c2ccc3ccccc3c2,1857,CHEMBL2002240,49830858
CHEMBL2002322,NC(=O)c1cc2c(cncc2s1)c3cc(cc(c3)C(F)(F)F)C(F)(F)F,1858,CHEMBL2002322,49830792
CHEMBL2002323,Cc1ccc(F)c(c1)c2ccc3nnc(N)n3c2,1859,CHEMBL2002323,49830863
CHEMBL2002346,C(Nc1cc(ncn1)c2c[nH]c3ncccc23)c4ccccc4,1860,CHEMBL2002346,11565683
CHEMBL2002373,OCCCn1cnc(c2ccccc2)c1c3ccncc3,1861,CHEMBL2002373,49830879
CHEMBL2002407,COc1cc(C=C(C#N)c2n[nH]c(N)c2C#N)ccc1O,1862,CHEMBL2002407,2868675
CHEMBL2002432,CC(C)Nc1nccc(Nc2ncc(s2)c3ccccc3)n1,1863,CHEMBL2002432,49830726
CHEMBL2002446,CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOCC6CC6)c2)CC1,1864,CHEMBL2002446,49830636
CHEMBL2002450,COc1ccc(c2ccc(N)cc2)c3cnoc13,1865,CHEMBL2002450,49830968
CHEMBL2002456,CC(C)(C)Oc1cc(cc2[nH]nc(N)c12)c3ccncc3,1866,CHEMBL2002456,49830450
CHEMBL2002479,NCCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5cc(Cl)ccc5n4)cc3,1867,CHEMBL2002479,49830537
CHEMBL2002480,Nc1nc2ncc(cn2n1)c3ccccc3,1868,CHEMBL2002480,49830949
CHEMBL2002553,Cc1nsc2NC=C(C(=O)O)C(=O)c12,1869,CHEMBL2002553,135741685
CHEMBL2002586,Clc1cc(Nc2nc(NC3CC3)c4sccc4n2)ccc1N5CCOCC5,1870,CHEMBL2002586,25016188
CHEMBL2002599,O=C(Nc1cnccn1)Nc2ccnc3ccc(cc23)N4CC5COCC5C4,1871,CHEMBL2002599,44247753
CHEMBL2002613,COc1cc(OC)cc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,1872,CHEMBL2002613,49830465
CHEMBL2002649,COc1ccc2NC(=O)C(=Cc3c[nH]cn3)c2c1,1873,CHEMBL2002649,24906268
CHEMBL2002660,COCCN(C)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,1874,CHEMBL2002660,49830649
CHEMBL2002682,Cc1cccc(Cl)c1c2cccc3c(CCCOc4cccc5ccccc45)c([nH]c23)C(=O)NCCOCCOCCN,1875,CHEMBL2002682,49830851
CHEMBL2002690,Oc1cccc2sc(NC(=O)Nc3ccccc3c4ccccc4)nc12,1876,CHEMBL2002690,49830911
CHEMBL2002702,Cc1cc(C)c(C=C2C(=O)Nc3ccccc23)[nH]1,1877,CHEMBL2002702,123015
CHEMBL2002723,CC(=O)Nc1ccc(cc1)n2nc3ccc(N)nc3n2,1878,CHEMBL2002723,49831032
CHEMBL2002726,Cc1n[nH]c2ccc(cc12)c3cncc(OCC(N)Cc4ccccc4)c3,1879,CHEMBL2002726,20744853
CHEMBL2002736,CCOCC(C)Oc1cccc2[nH]nc(N)c12,1880,CHEMBL2002736,49830788
CHEMBL2002799,O=C(Nc1ccccc1N2CCCC2)c3ccc4ccccc4n3,1881,CHEMBL2002799,8087554
CHEMBL2002802,Cn1c(N)nc2sc(cc12)C(=O)N,1882,CHEMBL2002802,49830973
CHEMBL2002992,CC(N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,1883,CHEMBL2002992,9820195
CHEMBL2003229,CN(C)c1cc(cc2[nH]nc(N)c12)c3ccncc3,1884,CHEMBL2003229,49830447
CHEMBL2003271,NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c3ccc(Cl)cc3,1885,CHEMBL2003271,49830554
CHEMBL2003286,COc1cc(C=C2SC(=O)NC2=O)ccc1O,1886,CHEMBL2003286,233113
CHEMBL2003341,OCC(NC(=O)c1ccc(cc1)c2ccncc2)c3cc(Cl)cc(Cl)c3,1887,CHEMBL2003341,49830480
CHEMBL2003420,O=C(NCCCCCCNC(=O)NCc1cccnc1)NCc2cccnc2,1888,CHEMBL2003420,3099034
CHEMBL2003456,O=C1Nc2cc(cnc2N1)c3ccccc3,1889,CHEMBL2003456,49830383
CHEMBL200348,COC(=O)c1cc2c(CN3CCCCC3)n[nH]c2s1,1890,CHEMBL200348,44405987
CHEMBL2003482,Clc1ccc(CC(=O)Nc2[nH]nc3CCCc23)cc1,1891,CHEMBL2003482,9814156
CHEMBL2003514,COc1cccc(c1)C(C)NC(=O)c2cnc(nc2)c3ccncc3,1892,CHEMBL2003514,49830709
CHEMBL2003524,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,1893,CHEMBL2003524,23829003
CHEMBL2003545,COC(=O)c1csc2C=CC(=O)Nc12,1894,CHEMBL2003545,49831021
CHEMBL2003637,[O-][N+](=O)c1cccc(c1)c2nnc3ccc(nn23)N4CCCCC4,1895,CHEMBL2003637,49830918
CHEMBL2003638,Fc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,1896,CHEMBL2003638,49830460
CHEMBL2003657,CC(C)S(=O)(=O)n1c(N)nc2ccc(cc12)c3c(nc4sccn34)c5ccc(F)cc5,1897,CHEMBL2003657,24952850
CHEMBL2003682,Fc1cc(F)cc(CNC2=NC(=CC(=O)N2)c3ccncc3)c1,1898,CHEMBL2003682,136027082
CHEMBL2003689,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCCC(=O)O)cc4,1899,CHEMBL2003689,49830662
CHEMBL2003768,COc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)c(OC)c1,1900,CHEMBL2003768,49830883
CHEMBL2003785,Fc1cccc(CNc2ncnc3[nH]cnc23)c1,1901,CHEMBL2003785,6455415
CHEMBL200381,Fc1ccc(Nc2c(cnc3cnc(NCc4cccnc4)cc23)C#N)cc1Cl,1902,CHEMBL200381,9549300
CHEMBL2003817,FC(F)(F)c1ccc2c(NC(=O)Nc3cnccn3)ccnc2c1,1903,CHEMBL2003817,24858860
CHEMBL2004025,COCOc1cccc(OCOC)c1c2ccc(NS(=O)(=O)C)cc2C(=O)OC,1904,CHEMBL2004025,18189414
CHEMBL2004033,BrC1=C2C=CC=CN2NC1=O,1905,CHEMBL2004033,12284431
CHEMBL2004072,COC(=O)c1cc2c(cncc2s1)c3cccc(F)c3,1906,CHEMBL2004072,49830796
CHEMBL2004118,CCc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc4[nH]ccc14,1907,CHEMBL2004118,49830769
CHEMBL2004156,Fc1ccc(cc1)c2cnn3C(=O)C=C(Nc23)c4cccc(F)c4,1908,CHEMBL2004156,49830829
CHEMBL2004159,COc1cccc(CNC(=O)c2cnc(nc2)c3ccncc3)c1,1909,CHEMBL2004159,49830506
CHEMBL2004290,COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(CC(C)(C)O)c5)cc1,1910,CHEMBL2004290,46223479
CHEMBL2004311,Cc1cc(C)cc(NC(=O)Nc2ccc(c(C)c2)c3cccc4C(=O)NCc34)c1,1911,CHEMBL2004311,21907506
CHEMBL2004355,CCOc1nc(cc(N)c1C#N)C(=O)NCc2ccc(cc2)S(=O)(=O)N,1912,CHEMBL2004355,44611456
CHEMBL2004365,CCOC(=O)C1=C(N)N2C(=O)C(=Cc3cccs3)SC2=C(C1c4cccs4)C(=O)N,1913,CHEMBL2004365,4458892
CHEMBL2004419,CC(C)Cn1c(N)nc2c(F)cc(cc12)c3c(nc4sccn34)c5ccc(F)cc5,1914,CHEMBL2004419,49830799
CHEMBL2004438,Nc1c(ccc2nccnc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3,1915,CHEMBL2004438,49830384
CHEMBL2004443,Fc1ccc(cc1)C2=CC(=O)n3ncc(c4ccc(F)cc4)c3N2,1916,CHEMBL2004443,49830830
CHEMBL2004447,CC(C)(C)c1n[nH]c2OC(=C(C#N)C(c3ccccc3F)c12)N,1917,CHEMBL2004447,3155438
CHEMBL2004513,COC(=O)c1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,1918,CHEMBL2004513,49830578
CHEMBL2004515,C1Oc2ccc(cc2O1)c3ncnc4[nH]ccc34,1919,CHEMBL2004515,49830811
CHEMBL2004544,Oc1cccc2c(ccc(NCc3ccc4OCOc4c3)c12)S(=O)(=O)O,1920,CHEMBL2004544,49830882
CHEMBL2004615,CSc1nn(c(N)c1C(=O)N)c2ccccn2,1921,CHEMBL2004615,11299662
CHEMBL2004631,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3C5CC5,1922,CHEMBL2004631,25165086
CHEMBL2004637,CCN(CCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,1923,CHEMBL2004637,49830645
CHEMBL2004647,CNC1CCN(C1)c2nc3NC=C(C(=O)O)C(=O)c3c(C)c2Br,1924,CHEMBL2004647,9977114
CHEMBL2004692,Nc1nonc1n2nnc(C(=O)NN=Cc3cccs3)c2c4ccccc4,1925,CHEMBL2004692,5031818
CHEMBL2004716,CCN(CC)CCNC(=O)C=Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,1926,CHEMBL2004716,49830364
CHEMBL2004771,O=C1NCc2c1cccc2c3ccc(Nc4oc5ccccc5n4)cc3,1927,CHEMBL2004771,49830540
CHEMBL2004871,OCCCn1cnc(c2ccc(F)cc2)c1c3ccncc3,1928,CHEMBL2004871,49830878
CHEMBL2004872,COc1cccc(c1)C(C)NC(=O)c2ccc(cc2)c3ccncn3,1929,CHEMBL2004872,49830826
CHEMBL2004887,Nc1nccc2nc(cn12)c3ccccc3,1930,CHEMBL2004887,49830633
CHEMBL2004892,CS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,1931,CHEMBL2004892,49830444
CHEMBL2004934,COc1cccc(c1)C(C)NC(=O)c2ccc(c(F)c2)c3ccncc3,1932,CHEMBL2004934,49830484
CHEMBL200499,O=C(NCc1ccccc1)c2cc3c([nH]nc3s2)c4ccccc4,1933,CHEMBL200499,11359538
CHEMBL2005112,CC1=NN(C(=O)C1=Cc2c(C)c(C#N)c3nc4ccccc4n3c2O)c5cccc(Br)c5,1934,CHEMBL2005112,6017349
CHEMBL2005186,CC(C)NC(=O)COc1cccc(c1)c2nc(Nc3ccc4[nH]ncc4c3)c5ccccc5n2,1935,CHEMBL2005186,11950170
CHEMBL2005214,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3Br)c12)N,1936,CHEMBL2005214,3422119
CHEMBL2005216,CS(=O)(=O)NC1CCC(CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,1937,CHEMBL2005216,49830335
CHEMBL2005375,CCC1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCCCC5)ncc3N(C)C1=O,1938,CHEMBL2005375,49830534
CHEMBL2005387,CC(C)(O)CNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23,1939,CHEMBL2005387,49830324
CHEMBL2005449,Cc1cc(Nc2nc(Cl)cc(NCc3ccccc3)n2)n[nH]1,1940,CHEMBL2005449,49830992
CHEMBL2005475,O=C(NCC1CCCCC1)c2cc3c(n[nH]c3s2)c4ccccc4,1941,CHEMBL2005475,49830758
CHEMBL2005478,COc1ccc2c(c1)c(cn2C)c3cc4nc(Br)cnc4[nH]3,1942,CHEMBL2005478,49830675
CHEMBL2005482,Clc1ccc(cc1NC(=O)Cc2ccccc2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,1943,CHEMBL2005482,49830409
CHEMBL2005509,CNC(=O)NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,1944,CHEMBL2005509,49830304
CHEMBL2005528,CCOC(=O)c1ccc2[nH]c3C(=O)NCCc3c2c1,1945,CHEMBL2005528,49830944
CHEMBL2005548,CC(C)(C)OC(=O)n1ncc2cc(NC3=C(NCc4ccc(Cl)cc4Cl)C(=O)C3=O)ccc12,1946,CHEMBL2005548,49830884
CHEMBL2005631,CNC(=O)c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3,1947,CHEMBL2005631,49830357
CHEMBL2005699,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)O)cc4,1948,CHEMBL2005699,49830661
CHEMBL2005718,CS(=O)(=O)NCCNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23,1949,CHEMBL2005718,49830299
CHEMBL2005792,COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4,1950,CHEMBL2005792,49830617
CHEMBL2005828,Cc1ccc(NC(=O)Nc2ccc(cc2)c3coc4ncnc(N)c34)cc1,1951,CHEMBL2005828,9950716
CHEMBL200586,COC(=O)c1cc2c(C)n[nH]c2s1,1952,CHEMBL200586,44405982
CHEMBL2005886,Cc1cc(cc2[nH]c(nc12)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5,1953,CHEMBL2005886,135398504
CHEMBL2005899,CC(NC1=C(N(C(=O)C)c2ccncc2)C(=O)C1=O)C(C)(C)C,1954,CHEMBL2005899,22413670
CHEMBL2005936,CCCC(=O)Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccccc5,1955,CHEMBL2005936,49830459
CHEMBL2006010,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(Cl)c(Cl)ccc23)n1,1956,CHEMBL2006010,49830694
CHEMBL2006149,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)NCCO)cc4,1957,CHEMBL2006149,49830652
CHEMBL2006156,CC(C)N(C(C)C)C(=O)Nc1ccc2nc(c3occc3)c(nc2c1)c4occc4,1958,CHEMBL2006156,5018815
CHEMBL2006188,COc1cccc(c1)C(C)NC(=O)c2ccc(cc2NCCCN)c3ccncc3,1959,CHEMBL2006188,49830487
CHEMBL2006237,CN1CCN(CCCNc2cccc(n2)c3nc4c(cccc4[nH]3)C(=O)N)CC1,1960,CHEMBL2006237,23433004
CHEMBL2006263,Cc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2nc1C,1961,CHEMBL2006263,49830739
CHEMBL2006276,COc1cccc2NC(=O)c3ccc(Nc4ccncc4)cc3Nc12,1962,CHEMBL2006276,49830552
CHEMBL2006299,COc1cccc(CNC(=O)c2ccc(cc2)c3ccncc3)c1,1963,CHEMBL2006299,11537005
CHEMBL2006439,Clc1cc(nc(NC2CCCCC2)n1)c3c[nH]c4ncccc34,1964,CHEMBL2006439,49830279
CHEMBL2006450,CCCCC(=O)Nc1cc(cc(Cl)n1)c2c[nH]c3ncccc23,1965,CHEMBL2006450,49830337
CHEMBL2006456,CC(C)CNC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,1966,CHEMBL2006456,49830305
CHEMBL2006481,O=C(N1CCCCC1)c2cc(on2)c3ccc4[nH]ncc4c3,1967,CHEMBL2006481,25164885
CHEMBL2006493,FC(F)(F)c1ccc2C(=O)C3=C(CCCC3=O)Oc2c1,1968,CHEMBL2006493,49831031
CHEMBL2006564,CCN(C(=O)C)c1ccc(Nc2nc(NC3CC3)c4nc[nH]c4n2)cc1,1969,CHEMBL2006564,49830764
CHEMBL2006567,CC(=O)Nc1cc(N)c(C#N)c(n1)c2ccsc2,1970,CHEMBL2006567,49830859
CHEMBL200657,CCCCN(C)C(=O)c1cc2c(C)n[nH]c2s1,1971,CHEMBL200657,44405939
CHEMBL2006580,Oc1ccc(Nc2ncnc3scc(Cl)c23)cc1,1972,CHEMBL2006580,15745967
CHEMBL2006581,CCOc1nc(cc(N)c1Cl)C(=O)NCc2ccccc2S(=O)(=O)N,1973,CHEMBL2006581,49830932
CHEMBL2006631,CN(C)S(=O)(=O)c1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,1974,CHEMBL2006631,49830572
CHEMBL2006674,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N4CCCCC4CCO,1975,CHEMBL2006674,16048554
CHEMBL2006715,Fc1cccc(F)c1C(=O)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCCC7=O)n5,1976,CHEMBL2006715,49830407
CHEMBL2006765,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,1977,CHEMBL2006765,16129448
CHEMBL2006778,CNC(=O)C=Cc1cnc(N)c2c(csc12)c3cc(F)c4[nH]c(C)cc4c3,1978,CHEMBL2006778,49830816
CHEMBL2006785,Cc1ccc(cc1)C(=O)Nc2c(C#N)sc3ccc(Cl)c(Cl)c23,1979,CHEMBL2006785,49830594
CHEMBL2006836,CC1=NN(C(=O)C1=Cc2c(C)c(C#N)c3nc4ccccc4n3c2O)c5ccc(cc5)C(=O)O,1980,CHEMBL2006836,5895068
CHEMBL2006933,CSc1cnc2c(ccc3cnccc23)c1O,1981,CHEMBL2006933,49831012
CHEMBL2007002,COc1cc(ccc1O)c2ccc3[nH]nc(C(=O)Nc4ccccc4)c3c2,1982,CHEMBL2007002,49830588
CHEMBL2007044,CCN(CC)CC#Cc1ccc2Cc3c(n[nH]c3c2c1)c4ccc(nc4)C#N,1983,CHEMBL2007044,49830635
CHEMBL2007064,Cc1[nH]c(C=C2C(=O)Nc3ccccc23)c(C)c1CCC(=O)O,1984,CHEMBL2007064,206042
CHEMBL2007073,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCO,1985,CHEMBL2007073,46945263
CHEMBL2007097,NC1=NC(=O)Nc2sccc12,1986,CHEMBL2007097,25224338
CHEMBL2007124,FC(F)(F)c1cccc(NC(=O)Nc2ccc(cc2)C3=NNC(=O)C=C3)c1,1987,CHEMBL2007124,49830427
CHEMBL2007138,ClC1=C(Nc2ccccc2)C(=O)NC1=O,1988,CHEMBL2007138,12553292
CHEMBL2007151,Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1C5CCC(CC5)N6CCCC6,1989,CHEMBL2007151,9956874
