drug,target,value
642,127,5.6
642,129,5.7
642,130,5.8
642,136,5.8
643,1,6.5
643,4,5.4
643,27,5.6
643,37,7.4
643,38,7.6
643,79,6
643,88,7.1
643,124,5.9
643,129,5.6
643,136,6.7
644,1,5.7
644,6,5.7
644,7,5.7
644,26,6.5
644,27,6.2
644,30,5.8
644,34,5.5
644,35,6.7
644,36,5.6
644,37,5.8
644,38,6
644,64,6.6
644,70,5.5
644,71,5.5
644,79,6.6
644,80,5.3
644,81,5.8
644,87,6.1
644,88,6.9
644,89,5.4
644,90,5.7
644,92,6
644,98,5.9
644,108,6.5
644,109,5.4
644,117,6.9
644,119,5.8
644,124,8.2
644,127,5.7
644,131,5.8
644,135,6
644,136,5.6
645,1,7
645,21,5.3
645,29,6.9
645,49,6.9
645,61,5.8
645,70,5.4
645,74,7.3
645,75,6.2
645,76,6
645,80,7.2
645,82,5.4
645,88,7.6
645,96,7
645,97,5.3
645,98,6.6
645,99,6.3
645,101,6.4
645,107,6.2
645,114,7.3
645,115,6.1
645,118,6.8
645,121,7.2
645,123,6.1
645,124,5.8
645,125,6.3
645,131,7
645,136,6.2
645,142,6
645,147,7.8
645,162,6.9
646,19,5.3
646,23,6
646,25,5.7
646,30,5.6
646,33,5.9
646,44,7
646,61,6.7
646,74,6.1
646,87,5.9
646,88,7
646,96,7.1
646,99,6.8
646,107,6.3
646,108,6.7
646,110,6.6
646,113,6.6
646,114,6.6
646,118,6.6
646,124,6.5
646,136,6.5
646,147,6.4
646,162,6.5
647,1,5.5
647,27,5.7
647,88,7
647,108,7.1
647,136,5.8
648,88,5.6
648,136,5.9
649,88,6.6
649,108,7.2
649,136,6.1
649,137,6.7
650,37,7.8
650,38,7.9
650,88,6.9
650,136,6.9
651,30,6.4
651,37,7.3
651,38,7.5
651,88,7.2
651,127,6.6
651,136,6.9
652,27,6.1
652,29,5.7
652,37,8
652,38,8.1
652,79,5.5
652,88,7
652,108,7
652,131,5.7
652,136,5.5
653,5,5.7
653,28,5.6
653,37,7.4
653,38,7.6
653,50,5.4
653,66,5.5
653,70,5.5
653,71,5.5
653,81,5.7
653,91,5.8
653,108,7
653,109,5.6
653,110,5.9
653,131,6
653,135,5.8
653,136,5.5
654,37,7.9
654,38,8.1
654,136,7.2
655,1,7.4
655,2,5.9
655,12,5.9
655,21,5.4
655,23,6.4
655,25,5.1
655,41,5.3
655,44,6.9
655,46,5.3
655,52,5.1
655,54,5.2
655,59,5.2
655,66,5.6
655,69,5.6
655,73,6
655,74,7.4
655,77,5.2
655,80,7.7
655,87,5.4
655,88,7.9
655,92,6.3
655,96,7.3
655,99,6.8
655,107,6.9
655,110,6.7
655,113,7.1
655,114,7.5
655,118,5.3
655,122,5.5
655,124,6.7
655,143,5.6
655,161,5.1
655,162,5.4
656,12,6.6
656,18,5.1
656,21,5.9
656,54,5.5
656,66,5.7
656,69,5.8
656,82,5.3
656,85,5.2
656,96,5.5
656,99,5.4
656,118,5.3
656,122,6.1
656,143,5.5
656,157,5.4
656,162,5.1
657,1,7
657,10,5.7
657,25,6.4
657,29,5.2
657,38,8.4
657,42,5.5
657,43,5
657,45,5.8
657,54,5.6
657,55,6.2
657,59,5.7
657,64,5.3
657,66,5.6
657,74,5.9
657,75,7.1
657,76,6
657,79,5.4
657,80,5.2
657,83,5.4
657,85,5.8
657,87,6.1
657,88,7.7
657,92,5.7
657,96,7.2
657,97,5.5
657,98,6.4
657,99,5.8
657,107,7.2
657,112,5.2
657,113,6.8
657,114,6.5
657,116,6.1
657,117,5.8
657,118,5.8
657,124,6.6
657,125,6.1
657,140,5.6
657,150,5.3
657,162,6.1
658,10,5.4
658,23,6
658,37,5.8
658,38,5.8
658,39,5.3
658,46,5.4
658,64,7.5
658,66,5.6
658,77,5.3
658,96,5.5
658,99,5.6
658,100,5.1
658,110,5.8
658,122,5.4
658,124,5.5
658,144,5.1
659,1,5.3
659,21,6.1
659,29,5.5
659,33,5.1
659,37,5.5
659,38,5.5
659,41,5.2
659,42,5.2
659,43,5.3
659,45,5.2
659,55,6.4
659,61,5.2
659,64,6.9
659,67,5.4
659,71,6.5
659,75,5.6
659,80,6.3
659,88,6.2
659,92,5.1
659,98,6.5
659,113,6.9
659,118,5.6
659,125,6.4
659,131,6.6
659,140,5.5
659,143,5.5
659,150,5.4
659,162,6.3
660,1,6.2
660,2,6
660,7,5.9
660,10,6.1
660,13,5.9
660,23,5.9
660,29,5.8
660,32,5.9
660,37,8.3
660,38,8.3
660,43,5.3
660,45,5.4
660,46,5.2
660,52,5.1
660,61,5.3
660,74,5.6
660,80,6.3
660,84,5.2
660,87,5.4
660,88,6.6
660,96,6.6
660,98,6.5
660,99,5.9
660,105,5.8
660,107,6.4
660,111,5.1
660,113,5.4
660,114,5.5
660,118,5.3
660,124,7
660,125,5.9
660,162,5.6
661,1,6.1
661,23,5.3
661,37,8.2
661,38,7.8
661,43,5.6
661,45,5.3
661,75,6
661,80,5.4
661,87,5.5
661,88,6.4
661,96,6
661,98,6.6
661,99,5.4
661,107,5.8
661,113,7.4
661,117,5.8
661,124,6.1
661,125,6
662,1,5.5
662,17,5.1
662,23,5.7
662,25,5.1
662,29,5.5
662,33,5.6
662,37,7.4
662,38,8.1
662,45,5.7
662,55,6
662,61,5.8
662,64,5.2
662,67,5.6
662,74,5.6
662,80,6.2
662,83,5.9
662,85,5.4
662,87,6
662,88,6.3
662,92,5.2
662,96,6.8
662,97,5.4
662,98,6.7
662,99,5.9
662,100,6
662,103,6.3
662,107,7.1
662,108,6.9
662,111,5.1
662,113,5.7
662,114,5.6
662,117,6
662,118,6.6
662,124,6.8
662,125,6.6
662,142,5.5
662,150,5.3
662,162,5.8
663,1,6.2
663,23,6.2
663,29,6
663,37,7.6
663,38,7.2
663,42,5.2
663,43,5
663,70,5.5
663,75,5.4
663,80,5.7
663,83,6
663,87,5.1
663,88,7.4
663,96,5.7
663,98,6.1
663,100,5.1
663,101,5.2
663,103,6
663,117,5.4
663,118,5.7
663,124,5.5
663,125,6.7
663,142,5.7
663,162,5.3
664,1,6.1
664,7,6
664,16,5.6
664,21,5.7
664,25,5.3
664,29,7.6
664,33,7.3
664,52,5.2
664,66,5.5
664,74,8.2
664,80,8
664,88,8.3
664,92,5.6
664,96,6.1
664,98,6.6
664,110,7
664,114,8.1
664,118,7.9
664,121,7.6
664,122,5.3
664,124,5.2
664,125,7.4
664,147,7.8
665,1,5.1
665,10,5.4
665,16,5.4
665,21,5.8
665,23,5.8
665,33,5.1
665,38,5.7
665,42,5.1
665,43,5.5
665,52,5.2
665,56,5.8
665,62,5.5
665,64,7.9
665,66,5.7
665,80,5.8
665,87,5.7
665,96,5.2
665,122,5.5
665,131,6.5
665,150,6.2
665,153,5.9
665,158,6.2
665,162,5.1
665,166,5.8
666,27,5.8
666,35,6
666,37,7.7
666,38,7.6
666,108,6.6
666,124,6.7
667,1,5.6
667,4,5.5
667,37,7.4
667,38,7.4
667,88,7.1
667,108,5.8
668,1,5.1
668,37,8
668,38,8
668,88,5.7
668,99,5.2
668,113,7.3
668,114,6.7
669,1,5.7
669,21,5.3
669,29,6.5
669,33,5.3
669,55,5.5
669,59,5.5
669,88,7.8
669,111,5.4
669,114,5.7
669,125,6.8
669,140,5.4
669,150,5.4
670,37,8.2
670,38,8.4
670,75,5.7
670,88,6.5
670,98,5.5
670,125,5.6
671,7,5.8
671,20,5.2
671,21,5.8
671,24,5.1
671,25,5.3
671,29,5.5
671,37,8.3
671,38,8.1
671,52,5.3
671,54,5.6
671,73,5.2
671,80,5.5
671,87,5.4
671,88,6.8
671,99,5.2
671,100,5.1
671,111,5.4
671,114,5.7
671,118,5.7
671,122,5.5
672,80,7.2
672,88,5.9
672,113,7.3
672,114,7.1
673,10,5.5
673,23,5.6
673,29,5.3
673,37,5.3
673,38,5.8
673,64,7.1
673,66,5.2
673,99,5.5
674,9,6.1
674,10,5.9
674,21,5.4
674,37,7.7
674,38,8.2
674,105,5.9
674,158,6
675,37,8.3
675,38,8.2
675,88,6.8
675,136,5.7
676,1,6.5
676,2,6.5
676,3,6.2
676,7,6.9
676,8,5.2
676,10,6.9
676,11,6.2
676,13,6.3
676,14,5.5
676,16,6
676,17,6.3
676,18,5.4
676,19,5.9
676,21,5.8
676,22,6.6
676,23,6.8
676,28,7.3
676,29,6.6
676,31,5.8
676,33,6.7
676,34,6.4
676,37,5.7
676,38,5.9
676,39,6.3
676,41,5.3
676,42,6.3
676,43,5.3
676,44,6.2
676,45,6.6
676,49,7.1
676,50,6.4
676,51,6.9
676,52,5.4
676,53,6
676,55,5.5
676,57,5.4
676,59,7.4
676,60,6.7
676,61,5.9
676,63,6.6
676,64,5.9
676,65,6.6
676,66,6.1
676,67,5.8
676,68,6.3
676,70,6.3
676,71,8.2
676,73,6
676,74,5.9
676,76,7.1
676,79,5.9
676,80,6.5
676,81,7.2
676,83,5.9
676,85,6.3
676,88,7.1
676,89,6.7
676,94,6.8
676,95,6.6
676,96,6.1
676,97,6
676,98,6.6
676,99,6.2
676,101,6.5
676,103,6.5
676,106,5.3
676,107,6.4
676,109,5.9
676,110,8.1
676,112,7.1
676,113,5.9
676,115,6.8
676,116,7.2
676,117,5.7
676,118,7.2
676,121,5.9
676,123,7.8
676,124,6.4
676,125,7.1
676,129,6.8
676,131,7.3
676,133,6.8
676,138,5.8
676,139,7.7
676,140,6
676,141,5.9
676,142,6.7
676,149,6.5
676,150,6.5
676,152,6.6
676,164,5.7
677,1,6.4
677,3,5.4
677,4,6.1
677,5,6.6
677,6,5.6
677,7,6.4
677,8,6
677,9,5.6
677,10,7
677,26,5.9
677,27,6.3
677,28,7
677,29,6.9
677,30,5.9
677,31,7.2
677,34,5.8
677,35,6.1
677,37,6.2
677,38,6.3
677,39,6
677,47,6
677,49,6.2
677,50,6.3
677,51,6.5
677,52,5.3
677,59,5.8
677,64,5.7
677,66,7
677,70,5.9
677,71,5.8
677,79,6.7
677,80,5.8
677,86,6
677,88,7.6
677,89,6.2
677,90,6.3
677,91,6.6
677,94,6.5
677,98,6.4
677,109,6.8
677,110,5.7
677,118,6.7
677,119,7.3
677,124,7.7
677,127,5.7
677,128,6.3
677,129,5.7
677,130,6
677,131,6.5
677,148,6.2
678,70,5.5
678,88,5.9
678,110,5.6
679,1,5.7
679,8,6.2
679,17,5.8
679,18,6.2
679,19,5.7
679,37,6
679,38,6.2
679,39,7.5
679,40,5.1
679,66,5.6
679,75,5.7
679,83,6.3
679,84,6.1
679,85,5.9
679,88,6.2
679,105,6.4
679,118,5.5
679,125,5.5
679,138,5.3
680,8,6.9
680,9,5.9
680,30,6.4
680,37,5.6
680,38,5.8
680,39,8.4
680,93,6.2
681,61,5.2
681,80,5.3
682,13,6.7
682,14,6.6
682,15,5.7
682,16,5.7
682,19,5.9
682,20,5.5
682,21,6.7
682,22,6.8
682,25,5.7
682,32,7
682,33,5.8
682,40,7.1
682,41,6.6
682,43,6.7
682,46,6.5
682,54,6.8
682,55,6.1
682,57,5.8
682,60,6.5
682,67,7.1
682,69,7.4
682,72,6.3
682,74,7.2
682,75,6.8
682,77,7.3
682,82,8
682,100,6.7
682,102,6.3
682,105,6.6
682,111,6.6
682,113,7.8
682,114,6.3
682,121,7.3
682,122,7.1
682,123,6.5
682,132,7.5
682,133,5.9
682,137,6.6
682,138,6.2
682,140,6.6
682,141,7.1
682,142,6.6
682,143,7.8
682,146,6.2
682,147,5.7
682,150,6.8
682,151,6.6
682,157,7.1
682,158,8
682,161,7.5
682,162,5.6
682,166,7.4
683,2,5.7
683,7,7.5
683,9,6.6
683,10,7.4
683,13,6.1
683,16,5.3
683,19,5.5
683,21,5.8
683,31,5.4
683,32,6.1
683,33,5.1
683,37,6.7
683,38,7.3
683,40,6.5
683,41,5.9
683,43,5.7
683,46,6
683,49,6.5
683,52,5.2
683,55,5.4
683,60,5.8
683,65,6.1
683,66,6.9
683,67,6.6
683,69,6.9
683,71,5.9
683,74,6.4
683,75,5.6
683,77,6.8
683,78,6.4
683,80,6.4
683,81,6.1
683,82,7.1
683,86,6.4
683,87,6.2
683,100,6
683,102,6
683,105,6
683,106,6.3
683,111,5.8
683,113,7.1
683,121,6.5
683,122,6.6
683,127,7.6
683,131,6.4
683,132,7.4
683,133,5.7
683,137,5.9
683,138,5.4
683,140,5.8
683,141,6.4
683,142,6
683,143,7.1
683,150,6
683,151,6.1
683,157,6.5
683,158,6.9
683,161,6.9
683,166,6.8
684,2,5.6
684,45,6.8
684,55,5.4
684,62,5.4
684,80,6.8
684,88,6.6
684,92,6.3
684,124,5.1
684,125,6.2
685,25,5.5
685,52,5.5
685,80,5.8
685,101,5
686,2,5.8
686,3,5.4
686,7,5.7
686,8,6.7
686,10,5.9
686,26,6.1
686,28,9.9
686,29,6
686,30,5.7
686,31,5.6
686,34,6
686,36,6.4
686,39,7.5
686,47,6.3
686,48,5.6
686,50,8.4
686,53,7.9
686,70,5.9
686,73,6.8
686,90,6.7
686,93,6.7
686,119,7
686,131,6.3
686,155,5.8
687,3,5.6
687,8,6.3
687,9,6.5
687,17,6.5
687,28,9.1
687,29,5.9
687,37,5.6
687,39,7.6
687,47,6.1
687,50,8.5
687,90,6
687,119,6.5
687,131,5.6
688,8,7.1
688,9,5.7
688,10,6.7
688,36,6
688,37,6
688,38,5.9
688,39,8.9
688,64,7.1
688,66,5.8
688,79,5.8
688,80,5.3
688,88,6.5
688,93,6.5
688,108,5.5
688,118,6.4
688,136,5.6
689,36,5.5
689,37,5.5
689,38,5.7
689,39,7.9
690,3,6.5
690,23,5.2
690,60,6.6
690,63,6.6
690,65,6.1
690,92,6.8
690,110,6.1
690,118,5.4
690,133,6.4
691,7,5
691,15,5
691,20,5.1
691,37,5.6
691,45,5.6
691,92,6.3
691,96,5.3
691,97,5.1
691,98,5.7
691,99,5.3
691,100,5.4
691,113,6
691,118,5.2
691,122,5.2
692,20,5.1
692,28,5.9
692,37,5.1
692,77,5.1
692,92,6.3
692,96,5.2
692,98,5.4
692,99,5.2
692,100,5.3
692,113,5.3
692,122,5.2
692,143,5.1
693,7,5.8
693,21,5.2
693,25,5.2
693,33,5.4
693,38,5.3
693,52,5.2
693,73,5.3
693,80,5.1
693,87,5
693,92,6.7
693,162,6.5
694,2,5.9
694,3,5.3
694,4,5.6
694,8,6.2
694,10,5.9
694,28,5.7
694,29,5.8
694,34,5.8
694,35,6.4
694,37,5.5
694,38,5.9
694,39,5.7
694,47,5.7
694,48,5.5
694,51,5.6
694,65,5.3
694,70,5.6
694,81,5.7
694,86,5.6
694,88,6.6
694,89,5.5
694,91,6
694,92,5.4
694,93,5.7
694,108,5.6
694,117,6.3
694,118,5.6
694,127,5.6
694,129,5.9
694,130,5.8
694,131,5.6
694,135,5.9
695,1,6.2
695,2,5.7
695,5,5.9
695,7,5.7
695,12,7.1
695,13,5.8
695,16,5.7
695,21,6.7
695,23,6.1
695,26,7.8
695,29,5.7
695,32,6.6
695,33,7.1
695,37,6.5
695,38,6.3
695,39,5.5
695,42,5.3
695,43,5.5
695,50,6.4
695,52,5.1
695,55,5.6
695,59,6.3
695,60,6
695,61,5.7
695,64,6.1
695,66,6.1
695,67,5.6
695,74,7
695,75,6.9
695,80,7.4
695,83,5.2
695,85,6.3
695,87,5.8
695,88,6.9
695,92,6.1
695,95,6.4
695,96,6
695,97,5.3
695,98,8.1
695,99,5.4
695,100,5.7
695,101,5.6
695,107,6.3
695,110,5.9
695,112,5.2
695,114,5.9
695,116,6.1
695,118,6
695,140,6.6
695,142,6.3
695,150,7.9
696,50,5.6
696,87,5.5
696,89,5.6
696,155,6.3
697,9,5.9
697,136,6.9
698,9,5.6
698,148,5.5
699,6,6
699,92,7.1
700,2,6.2
700,3,7.1
700,4,5.9
700,89,5.8
700,129,7.1
700,130,7.8
701,2,6.3
701,3,5.8
701,5,6.7
701,7,5.7
701,10,6.1
701,26,6.4
701,27,5.9
701,29,6.7
701,30,5.8
701,34,5.7
701,35,6.4
701,36,5.4
701,37,5.8
701,38,5.6
701,47,5.9
701,51,5.6
701,52,5.3
701,64,5.6
701,65,5.4
701,66,5.9
701,70,5.6
701,78,5.4
701,80,5.6
701,86,5.8
701,87,5.7
701,88,6.2
701,89,6.7
701,90,6.3
701,108,5.5
701,109,7
701,117,5.6
701,118,5.8
701,119,6.3
701,124,7.6
701,128,5.8
701,130,5.9
701,131,6.2
701,136,5.4
701,155,6.1
702,2,6.3
702,5,6.5
702,27,5.8
702,34,5.2
702,35,5.9
702,47,5.9
702,66,5.5
702,88,5.7
702,89,6
702,90,5.7
702,109,6.8
702,124,6.4
702,128,5.2
703,2,5.9
703,5,5.6
703,7,6.6
703,9,6.6
703,10,6.9
703,13,7.3
703,15,5.2
703,17,6
703,23,7.3
703,24,5.3
703,26,7.8
703,29,6.8
703,32,6.9
703,33,6.5
703,37,6.3
703,38,6.1
703,39,6.2
703,42,7.2
703,43,6.5
703,49,7.6
703,53,6.3
703,55,7.6
703,64,6.9
703,67,7.3
703,68,7.2
703,70,5.6
703,73,6.6
703,75,5.3
703,80,6.6
703,82,6.5
703,83,6
703,84,6.4
703,87,6.8
703,88,6.2
703,92,6.1
703,96,6.5
703,98,6
703,100,6.9
703,101,5.7
703,103,7.7
703,106,6.5
703,107,6.4
703,110,6.3
703,111,6.2
703,112,6.5
703,113,6.5
703,114,6.3
703,115,5.9
703,116,6.5
703,117,6.3
703,118,7.7
703,122,5.8
703,124,5.9
703,131,6.6
703,133,5.4
703,135,6.3
703,140,6.5
703,142,7.8
703,143,7.8
703,150,6
703,166,6.8
704,2,5.6
704,5,5.6
704,7,6.2
704,10,7.4
704,15,5.4
704,23,7.3
704,26,7.7
704,29,6.8
704,37,5.2
704,39,6
704,46,5.3
704,49,7.6
704,53,6.2
704,64,7
704,67,7.1
704,70,5.7
704,73,6.7
704,82,6.7
704,83,5.7
704,84,6.7
704,85,5.5
704,92,5.7
704,96,6.2
704,98,5.5
704,100,6.2
704,103,7.5
704,106,6.2
704,107,6.6
704,109,5.6
704,110,6.2
704,112,6.6
704,113,6.5
704,115,6
704,117,6.5
704,118,7.3
704,122,6.1
704,124,6.1
704,142,8.1
704,143,7.9
704,144,5.3
705,9,6.4
705,15,6.2
705,17,5.1
705,24,6
705,26,7.1
705,32,6.2
705,37,5.2
705,38,5.6
705,39,6.5
705,42,6
705,53,7.1
705,54,6.3
705,55,6.3
705,82,5.3
705,88,5.7
705,92,5.3
705,103,6.3
705,125,7
705,138,6.4
705,142,5.7
705,143,6
706,1,6.4
706,5,6.4
706,13,6.7
706,14,5.5
706,17,5.4
706,22,6.4
706,23,6.1
706,26,6.4
706,29,6.4
706,33,6.3
706,37,6.2
706,38,6.1
706,39,5.3
706,41,5.7
706,42,6.3
706,43,6.2
706,54,6
706,55,5.9
706,57,5.1
706,59,6.1
706,61,5.9
706,66,5.4
706,67,6
706,70,5.4
706,71,6.4
706,73,5.7
706,74,6.3
706,75,6.2
706,76,6.2
706,80,6.7
706,83,5.5
706,84,5.3
706,87,6.7
706,88,6.9
706,92,6.2
706,96,5.3
706,97,5.3
706,100,6.9
706,101,6.4
706,103,6.8
706,107,5.7
706,110,6.8
706,112,5.9
706,113,6
706,114,6.1
706,118,6.2
706,124,5.2
706,125,6.7
706,131,6.1
706,138,5.9
706,142,5.8
706,150,5.6
706,162,6.5
707,4,5.5
707,27,5.7
707,34,5.3
707,38,5.9
707,70,5.7
707,71,5.5
707,81,5.7
707,92,5.4
707,109,5.4
707,110,5.6
707,135,5.6
708,5,6.1
708,97,5.6
708,98,5.9
709,27,4.8
709,88,5.4
709,91,4.3
710,37,5.1
710,134,5.7
711,112,5.9
711,117,5.5
711,151,5.7
712,15,5.2
712,21,5.4
712,33,5.3
712,55,5.4
712,57,5.3
712,61,5.6
712,73,5.2
712,75,6
712,80,5.1
712,82,5.2
712,92,5.1
712,111,5.1
712,132,6
712,162,5.2
713,1,5.8
713,10,6.7
713,11,5.7
713,23,6.1
713,29,5.9
713,33,5.6
713,37,6.1
713,38,5.5
713,42,6.3
713,43,5.1
713,49,6.8
713,51,5.3
713,55,5.1
713,59,5.8
713,61,5.6
713,70,5.4
713,73,5.6
713,75,6
713,80,6.3
713,81,5.9
713,83,5.5
713,88,6.7
713,96,6.6
713,98,5.6
713,101,5.4
713,107,6.6
713,110,5.6
713,111,5.4
713,112,5.6
713,113,5.5
713,118,6.5
713,124,6.5
713,138,5.9
713,142,6.3
713,150,5.6
714,33,5.4
714,61,6.3
714,73,5.2
714,75,5.7
714,80,6.6
714,82,5.1
715,18,5.1
715,61,5.2
715,80,5.7
716,7,6.7
716,9,6.4
716,10,6
716,13,5.9
716,14,5.7
716,16,5.4
716,21,6.5
716,25,5.9
716,32,6.2
716,37,6.5
716,38,7
716,40,5.3
716,41,6
716,43,5.6
716,52,5.6
716,54,5.7
716,55,5.4
716,56,6.2
716,57,5.2
716,61,5.6
716,66,6.1
716,69,6.2
716,75,5.7
716,77,6.2
716,80,6.6
716,82,6.7
716,87,5.5
716,92,5.1
716,96,5.3
716,98,5.8
716,100,6
716,106,5.5
716,109,5.7
716,111,5.4
716,113,6
716,118,6.8
716,122,6
716,127,5.9
716,142,6
716,143,7
716,157,6.1
716,158,6.4
716,161,5.8
716,162,5.3
716,163,6.1
716,166,6.5
717,8,5.9
717,15,6.7
717,17,5.3
717,37,6.2
717,38,6.8
717,39,6.3
717,53,6.3
717,54,6
717,66,5.5
717,85,6.7
717,103,6
717,105,6.6
717,114,6.7
717,118,5.2
717,140,5.4
717,141,5.7
717,161,5.1
718,7,6.2
718,8,6.3
718,15,7.1
718,17,6.3
718,18,5.8
718,19,5.1
718,23,5.4
718,37,6.3
718,38,6.5
718,39,7
718,42,6.3
718,43,5.1
718,54,6.8
718,55,5.6
718,64,6.3
718,66,6
718,80,5.2
718,83,5.7
718,85,6.5
718,88,6.1
718,102,6
718,103,6.5
718,105,7.5
718,114,6.5
718,118,5.9
718,138,6.5
718,140,5.5
718,161,5.2
719,1,7.3
719,2,6.6
719,3,6.9
719,5,6.9
719,7,8.4
719,8,5.4
719,10,7.8
719,11,5.8
719,12,6
719,13,8.2
719,14,6.7
719,16,6.8
719,17,8.2
719,18,5.9
719,19,5.9
719,20,5.7
719,21,6
719,23,8.5
719,26,7.1
719,28,6.8
719,29,7.6
719,31,6.7
719,32,6.9
719,34,6.2
719,37,8.4
719,38,8.5
719,39,6.5
719,41,7.1
719,42,5.5
719,43,7.9
719,44,7.5
719,45,7.1
719,46,5.5
719,49,8
719,50,7.6
719,51,7.1
719,52,5.8
719,53,7.3
719,54,5.8
719,55,6.9
719,56,6.1
719,57,6.6
719,59,8.1
719,60,6.8
719,62,6.2
719,63,6.4
719,64,6.8
719,65,6.7
719,66,7.4
719,67,7.8
719,68,6.5
719,69,5.5
719,70,7.6
719,73,7.4
719,74,6.9
719,76,5.9
719,77,5.1
719,78,7.1
719,79,6.1
719,81,7.7
719,83,7.8
719,84,6.8
719,85,6.9
719,88,8.2
719,92,5.8
719,95,6.6
719,97,5.8
719,98,8.1
719,100,7.3
719,101,6.9
719,102,6.5
719,103,6.8
719,105,6.9
719,106,6.2
719,107,7.7
719,109,6.9
719,110,8.5
719,111,6.7
719,112,7.2
719,113,6.3
719,114,5.7
719,115,7.9
719,116,7.7
719,118,8.4
719,122,5.9
719,125,8.4
719,127,6.9
719,131,7.9
719,133,6.8
719,134,6.1
719,135,6.7
719,138,5.6
719,139,6.9
719,140,6.3
719,141,6.7
719,142,7.9
719,149,6.6
719,150,7.7
719,151,5.2
719,157,5.4
719,158,6.4
719,162,5.9
720,9,6.2
720,15,5.2
720,17,7
720,18,6.1
720,39,8.7
720,43,5.4
720,53,7.1
720,56,6.2
720,87,5.4
720,88,6.5
720,90,5.9
720,93,7.1
720,96,5.1
720,99,5.1
720,102,6
720,107,5.2
720,108,5.6
720,119,6.1
720,124,5.5
720,164,5.5
721,8,6
721,15,6.8
721,17,6.1
721,18,5.7
721,37,6.2
721,38,6.4
721,39,6.7
721,42,5.9
721,54,6.6
721,55,5.1
721,64,6.1
721,66,5.6
721,83,5.4
721,85,6.3
721,88,6.1
721,103,6.1
721,105,6.9
721,114,6.2
721,118,5.5
721,138,6.8
721,140,5.6
722,15,5.4
722,26,6.7
722,39,6.4
722,53,6.4
722,82,6.5
722,92,5.1
722,103,5
722,118,5.2
722,143,6
723,9,6.6
723,15,5.3
723,37,6.1
723,38,6.4
723,39,5.3
723,42,5.3
723,43,5.2
723,53,5.8
723,54,5.3
723,62,5.6
723,82,5.2
723,88,5.8
723,103,5.8
723,118,5.2
723,125,5.6
723,140,5.5
723,150,5.2
724,8,5.5
724,18,5.7
724,37,6
724,38,6.4
724,44,5.8
724,72,6.5
724,101,5.4
724,140,5.3
724,143,6.8
725,21,5.6
725,71,6
726,7,6.1
726,8,7.4
726,9,8.5
726,12,7
726,13,6.6
726,14,6.3
726,15,6.2
726,16,6.9
726,17,6.5
726,18,6.5
726,19,6.7
726,20,7.2
726,21,5.7
726,23,6
726,24,7.7
726,25,5.6
726,26,7.1
726,27,6.2
726,31,5.6
726,32,7.9
726,33,6.8
726,37,6.9
726,38,6.5
726,39,7.1
726,40,6.6
726,41,6.8
726,42,5.9
726,43,7.1
726,45,6.9
726,46,5.9
726,53,7.2
726,55,7.6
726,56,6.2
726,57,5.5
726,61,7
726,62,5.6
726,64,5.9
726,66,6
726,67,8.8
726,68,6.6
726,69,6.1
726,73,7.2
726,74,6.2
726,75,7
726,77,5.8
726,83,6.3
726,84,5.3
726,87,6.4
726,88,7.5
726,96,7.9
726,97,5.1
726,98,6
726,99,6.3
726,100,7.3
726,101,6.9
726,102,7.7
726,103,7.7
726,104,8.5
726,105,8.2
726,107,7.5
726,111,5.6
726,112,7.3
726,113,7
726,114,6.3
726,116,6.3
726,117,5.9
726,119,6.6
726,120,6.9
726,121,6.7
726,122,8.5
726,123,7
726,124,5.8
726,125,7.4
726,138,5.6
726,140,6.7
726,142,7.2
726,144,5.5
726,149,6.6
726,150,5.9
726,151,6.2
726,156,6.4
726,157,5.7
726,158,6.7
726,161,6.6
726,162,7.5
726,166,5.8
726,168,8.1
726,169,6.6
727,2,5.6
727,3,5.9
727,5,5.8
727,7,6.4
727,8,7.3
727,10,5.5
727,15,5.5
727,18,6.1
727,19,6
727,20,6.3
727,23,5.4
727,24,7.1
727,26,6.2
727,31,5.9
727,37,6.8
727,38,6
727,39,6.4
727,40,6
727,45,6.4
727,46,5.3
727,49,6.4
727,50,6
727,53,6.5
727,60,5.9
727,64,5.6
727,66,5.5
727,67,7.7
727,72,6.8
727,73,6.9
727,77,5.5
727,83,6.2
727,92,5.9
727,95,5.7
727,96,6.9
727,98,6.5
727,99,6.3
727,100,6.1
727,103,7.4
727,107,6.5
727,109,6.8
727,110,5.8
727,112,7.1
727,117,5.3
727,118,6.1
727,122,6.6
727,124,6.7
727,142,6.8
727,151,5.5
727,153,6.6
727,157,5.5
727,161,6.1
727,164,6.8
728,1,6
728,5,5.9
728,7,6.2
728,8,6.2
728,9,7.4
728,10,5.9
728,14,5.2
728,15,5.4
728,16,5.5
728,17,7.1
728,18,5.3
728,19,5.8
728,20,5.4
728,21,5.7
728,23,5.6
728,24,6.8
728,26,6
728,29,5.9
728,32,6.9
728,33,6.2
728,37,7.3
728,38,7
728,39,5.8
728,41,5.5
728,43,5.7
728,45,5.5
728,46,5.3
728,52,5.6
728,53,6.5
728,55,7
728,59,6.3
728,61,6.3
728,66,5.3
728,67,8.1
728,69,5.7
728,73,6.4
728,75,6.2
728,77,5
728,80,7.1
728,87,6
728,88,7.6
728,92,5.5
728,96,6.4
728,98,7
728,99,5.6
728,100,6.1
728,101,5.8
728,102,6.1
728,103,7.4
728,104,7.2
728,105,6.4
728,107,5.8
