sid,smiles,index,Sid,CID
103904676,Clc1ccc2c(c1)C(=O)NS2(=O)=O,459,103904676,64790
103904677,NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c3ccc(Cl)cc3,460,103904677,49830554
103904678,Nc1cc(ccc1NC2CCCCC2)S(=O)(=O)NC(=O)c3ccc(cc3)c4ccc(F)cc4,461,103904678,49830555
103904679,Clc1cccc2c1C(=O)NS2(=O)=O,462,103904679,15567171
103904682,O=C(NCCc1cccs1)N2CCC(=CC2)c3c[nH]c4ncccc34,463,103904682,44632634
103904683,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,464,103904683,49830556
103904684,CN1CCN(CC1)c2ccc3nc([nH]c3c2)C4=C(N)c5c(F)cccc5NC4=O,465,103904684,135398510
103904685,NC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3F)C4CCCNC4,466,103904685,16665630
103904686,NC(=O)c1cc(Cl)cc2[nH]c(nc12)c3ccc(cc3F)C4CCCNC4,467,103904686,16666093
103904687,CN1CCN(CCCNc2cccc(n2)c3nc4c(cccc4[nH]3)C(=O)N)CC1,468,103904687,23433004
103904688,NC(=O)c1cccc2[nH]c(nc12)c3ccncc3,469,103904688,9905711
103904689,CCOC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3)N4CCC(N)C4,470,103904689,49830558
103904690,NC(=O)c1cccc2[nH]c(nc12)c3ccc(NC(=O)c4cccc(c4)S(=O)(=O)N5CCOCC5)cc3,471,103904690,49830559
103904691,CCN(CC)CCOc1ccc(cc1)c2nc3c(cccc3[nH]2)C(=O)N,472,103904691,9798600
103904692,NC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3F)C4CCCCN4,473,103904692,16665773
103904693,CN(C)CCOc1cccc(c1)c2nc3c(cccc3[nH]2)C(=O)N,474,103904693,49830560
103904694,CCN(CC)CCCNc1cccc(n1)c2nc3c(cccc3[nH]2)C(=O)N,475,103904694,23433024
103904695,NC(=O)c1cccc2[nH]c(nc12)c3cccc(NCCN4CCCC4)n3,476,103904695,23433114
103904696,NC(=O)c1cccc2[nH]c(nc12)c3ccc(nc3)N4CCN(Cc5ccccc5)CC4,477,103904696,23432929
103904697,NC(=N)Cc1cccc(c1)c2nc3ccccc3[nH]2,478,103904697,49830561
103904698,NC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3)n4ccc(CN5CCCCC5)c4,479,103904698,49830562
103904699,CCCCN1CCN(CC1)c2ccc(cc2)c3nc4c(cccc4[nH]3)C(=O)N,480,103904699,49830563
103904700,CCCCN1CCN(CC1)c2ccc(cn2)c3nc4c(cccc4[nH]3)C(=O)N,481,103904700,23432981
103904701,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4ccccc4F)cc13,482,103904701,49830564
103904702,COc1cccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)c1,483,103904702,49830565
103904703,COc1cccc(\C=C/2\S\C(=N/c3ccccc3)\NC2=O)c1,484,103904703,135533388
103904704,O=C(Cc1cccs1)Nc2nc3ccccc3s2,485,103904704,718180
103904705,Cc1ccccc1NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2,486,103904705,49830566
103904706,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCCCN(C)C,487,103904706,10456958
103904707,Nc1ncnc2Nc3ccccc3NC(=O)c12,488,103904707,49830567
103904708,COc1cc(ccc1O)c2ccc3C(=O)Nc4cccc(O)c4Nc3c2,489,103904708,45270357
103904709,O=C1Nc2ccccc2Nc3ccccc13,490,103904709,201327
103904710,Cc1ccc2Nc3ccccc3NC(=O)c2c1,491,103904710,49830568
103904711,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCc5cccc(F)c5,492,103904711,49830569
103904712,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCCNC(=O)C,493,103904712,9981692
103904713,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)[N+](=O)[O-],494,103904713,10317442
103904714,O=C1Nc2ccccc2Nc3nnccc13,495,103904714,10398257
103904715,CN(c1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2)S(=O)(=O)C,496,103904715,49830570
103904716,CS(=O)(=O)Nc1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,497,103904716,49830571
103904717,CN(C)S(=O)(=O)c1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,498,103904717,49830572
103904718,Cc1cc(ccn1)c2ccc3C(=O)Nc4ccccc4Nc3c2,499,103904718,49830573
103904719,Fc1cnccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,500,103904719,49830574
103904720,Clc1cnccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,501,103904720,49830575
103904721,COc1cc(cc(OC)c1OC)c2ccc3Nc4cc(ccc4C(=O)Nc3c2)c5ccccc5NS(=O)(=O)C,502,103904721,49830576
103904722,COc1cc(ccc1CC#N)c2ccc3C(=O)Nc4cc(CCOc5ccc(cc5)N6CCOCC6)ccc4Nc3c2,503,103904722,49830577
103904724,COC(=O)c1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2,504,103904724,49830578
103904725,COc1cc(ccc1OCC(O)CO)c2ccc3C(=O)Nc4cc(CCOc5ccc(cc5)N6CCOCC6)ccc4Nc3c2,505,103904725,49830579
103904726,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(OC)c(OCCCCO)cc4Nc3c2,506,103904726,49830580
103904729,Fc1ccccc1CNC2=C(Nc3ccncc3)C(=O)C2=O,507,103904729,49830582
103904730,Brc1ccc(cc1)C2=NOC(=O)/C/2=C/c3ccc4OCOc4c3,508,103904730,1285959
103904731,Clc1cc(Nc2nc(NC3CC3)c4sccc4n2)ccc1N5CCOCC5,509,103904731,25016188
103904732,CCN1CCN(CC1)c2ccc(Nc3nccc(Nc4ccc5[nH]ncc5c4)n3)cc2,510,103904732,49830583
103904733,NCCOc1cccc(Nc2ccnc(N)n2)c1,511,103904733,49830584
103904735,Cc1n[nH]c2ccc(cc12)c3cccnc3,512,103904735,49830586
103904736,OCCNc1cc2cc(ccc2cn1)c3cccnc3,513,103904736,49830587
103904737,COc1cc(ccc1O)c2ccc3[nH]nc(C(=O)Nc4ccccc4)c3c2,514,103904737,49830588
103904738,COc1cccc(c1)[C@@H](C)NC(=O)c2cc(C)c(s2)c3ccc4[nH]nc(C)c4c3,515,103904738,49830589
103904739,CC(=O)NCC(=O)N1C2CCC1c3cc(Nc4ncc(c(NC5CCC5)n4)C(F)(F)F)ccc23,516,103904739,49830590
103904740,Fc1ccc(cc1)C(=O)Nc2cccc(c2)C3Nc4ccc5ccccc5c4C6C=CCC36,517,103904740,23740938
103904741,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cccc(c3)C(F)(F)F)cc2)ccn1,518,103904741,49830591
103904742,Nc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3,519,103904742,15941246
103904743,C\C(=N\NC(=N)N)\c1cc(NC(=O)c2cccc(c2)C(=O)Nc3cc(cc(c3)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C,520,103904743,136027061
103904744,CNc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3,521,103904744,49830593
103904745,Cc1ccc(cc1)C(=O)Nc2c(C#N)sc3ccc(Cl)c(Cl)c23,522,103904745,49830594
103904746,Cc1ccc(cc1)C(=O)Nc2c(sc3ccc(Cl)c(Cl)c23)C(=O)N,523,103904746,49830595
103904747,Oc1ccc(Cl)cc1C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F,524,103904747,5081913
103904748,FC(F)(F)c1cccc(NC(=O)Nc2ccc(cc2)n3cnc4ccccc34)c1,525,103904748,49830596
103904749,N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,526,103904749,49830597
103904750,OC(COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,527,103904750,49830598
103904751,N[C@H](COc1cncc(c1)c2cc3cnccc3s2)Cc4c[nH]c5ccccc45,528,103904751,49830599
103904752,N[C@H](COc1cncc(c1)c2cc3ccncc3s2)Cc4c[nH]c5ccccc45,529,103904752,22607792
103904753,N[C@H](COc1cc(\C=C\c2ccncc2)cnc1Cl)Cc3c[nH]c4ccccc34,530,103904753,49830600
103904754,N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(=Cc4occc4)c3c2)Cc5c[nH]c6ccccc56,531,103904754,49830601
103904755,CCCCNc1cc(cc2[nH]nc(N)c12)c3ccncc3,532,103904755,49830602
103904756,C(Cc1c[nH]c2ccccc12)Oc3cncc(\C=C\c4ccncc4)c3,533,103904756,49830603
103904757,CN(C)CC(C)(C)CNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4,534,103904757,49830604
103904758,COCCNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4,535,103904758,49830605
103904759,CC(C)(CO)CNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4,536,103904759,49830606
103904760,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(CC4CC4)nccn23)c5ccc(F)cc5,537,103904760,16050449
103904761,Cc1nccn2c(c3ccnc(NCC4(O)CC4)n3)c(nc12)c5ccc(F)cc5F,538,103904761,16050452
103904762,Cc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F,539,103904762,16050453
103904763,Fc1ccc(cc1)c2nc3cnccn3c2c4ccnc(NCC5CC5)n4,540,103904763,49830607
103904764,Cc1nccn2c(c3ccnc(NCCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F,541,103904764,24947488
103904765,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(OCC(F)(F)F)nccn23)c4ccc(F)cc4,542,103904765,49830608
103904766,COCC(C)(C)CNc1nccc(n1)c2c(nc3c(C)nccn23)c4ccc(F)cc4,543,103904766,49830609
103904767,COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F,544,103904767,49830610
103904768,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(CCN)nccn23)c4ccc(F)cc4,545,103904768,49830611
103904769,CC(C)Oc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F,546,103904769,49830612
103904770,Cc1cn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc2c(C)n1)c4ccc(F)cc4F,547,103904770,49830613
103904771,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(Cl)nccn23)c4ccc(F)cc4,548,103904771,49830614
103904772,CC(C)Oc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F,549,103904772,49830615
103904773,CC(C)(O)CNc1nccc(n1)c2c(nc3c(CC4CC4)nccn23)c5ccc(F)cc5F,550,103904773,25016360
103904774,CCc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F,551,103904774,25016361
103904775,Cc1nccn2c(c3ccnc(NCC(C)(C)C(=O)O)n3)c(nc12)c4ccc(F)cc4F,552,103904775,49830616
103904776,COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4,553,103904776,49830617
103904777,CC(C)COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4,554,103904777,49830618
103904778,Cc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4,555,103904778,15981404
103904779,Cc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F,556,103904779,16050450
103904780,CNc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4,557,103904780,49830619
103904781,CC(C)(C)n1nc(c2ccc(Cl)cc2)c3c(N)ncnc13,558,103904781,4878
103904782,Nc1ncnc2c1c(nn2C3CCCC3)c4cnc5[nH]ccc5c4,559,103904782,24905142
103904783,Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C,560,103904783,1400
103904784,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(C)cc5n4)cc3)c6c(N)ncnc26,561,103904784,49830620
103904785,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(Cl)cc(C)cc5n4)cc3)c6c(N)ncnc26,562,103904785,49830621
103904786,CC(=O)c1cccc(c1)c2cnc3[nH]ccc3c2,563,103904786,49830622
103904787,CC(=O)N1CCN(CC1)C2CCC(CC2)n3nc(c4ccc(NC(=O)c5cc6ccccc6n5C)cc4)c7c(N)ncnc37,564,103904787,49830623
103904789,Nc1ncnc2c1c(I)nn2[C@@H]3CC[C@H](O)CC3,565,103904789,49830624
103904790,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(Br)cc5n4)cc3)c6c(N)ncnc26,566,103904790,49830625
103904791,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5ccc(Cl)cc5n4)c(F)c3)c6c(N)ncnc26,567,103904791,49830626
103904792,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(Cl)cc5n4)c(F)c3)c6c(N)ncnc26,568,103904792,49830627
103904793,O=C(NCCCCCCNC(=O)NCc1cccnc1)NCc2cccnc2,569,103904793,3099034
103904794,CCOc1nc(cc(N)c1C#N)C(=O)NCc2cccnc2,570,103904794,11846126
103904795,O=C(NCCCCCCNC(=O)Nc1cccnc1)Nc2cccnc2,571,103904795,3089072
103904796,Nc1ncc(\C=C\C(=O)NCCCn2ccnc2)c3scc(c4ccc(Br)cc4)c13,572,103904796,49830628
103904797,Clc1ccc2oc3C(=O)NC=Nc3c2c1,573,103904797,135451585
103904798,O=C1NC(=NC(=C1)c2ccncc2)NC3CCCCC3,574,103904798,136027062
103904799,CN1C=C(C2=NC(=CC(=O)N12)c3ccncc3)c4ccccc4,575,103904799,49830630
103904800,CCOC(=O)C1=CNN2C(=O)C=C(N=C12)c3ccncc3,576,103904800,49830631
103904801,COc1ccccc1c2ccnc(Nc3cccc(c3)S(=O)(=O)C)n2,577,103904801,49830632
103904802,Nc1nccc2nc(cn12)c3ccccc3,578,103904802,49830633
103904803,Fc1cccc(F)c1C(=O)Nc2cccc(c2)c3nn4ccccc4c3c5ccnc(Nc6ccc7CCNCc7c6)n5,579,103904803,11519818
103904804,Oc1ccc(Nc2nc(cs2)c3ccc(Cl)cc3)cc1,580,103904804,753704
103904805,Nc1nccc(n1)c2ccccc2,581,103904805,598777
103904806,Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,582,103904806,22665513
103904807,N[C@@H]1CCCC[C@@H]1Nc2ccc(C(=O)N)c(Nc3cccc(Cl)c3)n2,583,103904807,9928802
103904808,C1CCC(CC1)Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2,584,103904808,49830634
103904809,OC(=O)c1c2CCC(=C3CCCC3)c2nc4ccccc14,585,103904809,4982682
103904810,CCN(CC)CC#Cc1ccc2Cc3c(n[nH]c3c2c1)c4ccc(nc4)C#N,586,103904810,49830635
103904811,CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOCC6CC6)c2)CC1,587,103904811,49830636
103904812,COCCOCC#Cc1cc(cs1)c2n[nH]c3c4ccc(CN5CCN(C)CC5)cc4C(=O)c23,588,103904812,16220223
103904813,N#Cc1ccc(cn1)c2n[nH]c3c2Cc4ccc(OCCCCN5CCOCC5)cc34,589,103904813,24180596
103904814,COCC#Cc1cccc2c1Cc3c(n[nH]c23)c4cccs4,590,103904814,49830637
103904815,COc1cc2c(Cc3c(n[nH]c23)c4ccc(nc4)C#N)cc1C#C,591,103904815,49830638
103904816,CNC(=O)N1CCN(CCCOc2ccc3Cc4c(n[nH]c4c3c2)c5ccc(nc5)C#N)CC1,592,103904816,49830639
103904817,N#Cc1ccc(cn1)c2n[nH]c3c2Cc4ccc(OCCN5CCOCC5)cc34,593,103904817,44442347
103904818,CC(Nc1cncc(n1)n2cnc3ccc(cc23)C#N)c4ccccc4F,594,103904818,49830640
103904819,Nc1nc2ccc(cc2n1c3nc(cs3)c4ccccc4)C#N,595,103904819,49830641
103904820,Nc1nc2ccc(cc2n1c3nccs3)C#N,596,103904820,49830642
103904821,Nc1nc2ccc(cc2n1c3nc4CCCCc4s3)C#N,597,103904821,49830643
103904822,C[C@@H](Nc1cncc(n1)n2cnc3ccc(cc23)C#N)c4ccccc4F,598,103904822,49830640
103904824,COc1ccccc1CNC(=N)Nc2nccc(n2)c3cccs3,599,103904824,49830644
103904825,CCN(CCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,600,103904825,49830645
103904826,CCN(CC)CCNC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,601,103904826,46945066
103904827,CC(C)[C@@H](CO)NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,602,103904827,49830646
103904828,Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C,603,103904828,156422
103904829,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCCC(=O)N)cc4,604,103904829,49830647
103904830,CC(C)N(CCCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,605,103904830,49830648
103904832,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)N)cc4,606,103904832,49830650
103904833,CN(C)CCCCNC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,607,103904833,49830651
103904834,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)NCCO)cc4,608,103904834,49830652
103904835,CN(C)CCCN(C)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,609,103904835,49830653
103904836,CN(CCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,610,103904836,49830654
103904837,CC(C)[C@H](CO)NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,611,103904837,49830646
103904838,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCO,612,103904838,46945263
103904839,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCOCCO,613,103904839,49830655
103904840,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCCO,614,103904840,49830656
103904841,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)N(CCN)CCO,615,103904841,49830657
103904842,CCN(CCN(C)C)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,616,103904842,49830658
103904843,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4cccc(OCC(=O)O)c4,617,103904843,49830659
103904844,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4cccc(OCC(=O)NCCO)c4,618,103904844,49830660
103904845,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)O)cc4,619,103904845,49830661
103904846,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCCC(=O)O)cc4,620,103904846,49830662
103904847,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCC#N,621,103904847,49830663
103904848,CC(C)CC(NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C)C(=O)N,622,103904848,49830664
103904849,CC(C)(C)c1cc(NC(=O)c2cc3ccccc3s2)n(n1)c4ccc(OCC(=O)O)cc4,623,103904849,49830665
103904850,CC(C)(C)c1cc(NC(=O)c2cc3ccccc3s2)n(n1)c4cccc(OCC(=O)O)c4,624,103904850,49830666
103904851,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCCC(=O)O,625,103904851,49830667
103904852,CN(CCC#N)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,626,103904852,49830668
103904854,Nc1ncnc2scc(c3ccccc3)c12,627,103904854,15314692
103904855,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cc(CO)ccc4F)cc3)c12,628,103904855,49830670
103904856,Nc1ncnc2sc(Br)c(c3ccc(NC(=O)Cc4cccc(Cl)c4)cc3)c12,629,103904856,49830671
103904857,COc1ccc(NC(=O)Nc2ccc(cc2)c3cccc4onc(N)c34)cc1Cl,630,103904857,11407183
103904858,Cc1cc(NC(=O)Nc2ccc(c(F)c2)c3cccc4[nH]nc(N)c34)ccc1F,631,103904858,49830672
103904859,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cc(ccc4F)C(=O)O)cc3)c12,632,103904859,49830673
103904860,Nc1n[nH]c2c(OCCCn3cccc3)ccc(c4ccc(NC(=O)Nc5cccc(Cl)c5)cc4)c12,633,103904860,49830674
103904861,COc1ccc2c(c1)c(cn2C)c3cc4nc(Br)cnc4[nH]3,634,103904861,49830675
103904862,Cn1cc(c2cc3nc(Br)cnc3[nH]2)c4cc(F)ccc14,635,103904862,49830676
103904863,Cn1cc(c2cc3nc(Br)cnc3[nH]2)c4ccccc14,636,103904863,49830677
103904864,COc1ccc2c(c1)c(cn2C)c3cc4nccnc4[nH]3,637,103904864,9860448
103904865,CN(C)c1ccc(cc1)c2cc(nc(NS(=O)(=O)c3ccc(N)cc3)n2)c4ccc(cc4)[N+](=O)[O-],638,103904865,49830678
103904866,Oc1c(NS(=O)(=O)c2ccc(F)cc2)ccc3ccccc13,639,103904866,49830679
103904867,Brc1cnc2NC(=O)Nc2c1,640,103904867,1924413
103904868,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3cc(Cl)ccc23)n1,641,103904868,49830680
103904869,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3ccc(Cl)cc23)n1,642,103904869,49830681
103904870,FC(F)(F)c1ccc2c(NC(=O)Nc3cccc(n3)C#N)ccnc2c1,643,103904870,49830682
103904871,Oc1cccc2c(NC(=O)Nc3cnccn3)cccc12,644,103904871,136027063
103904872,COc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1,645,103904872,49830684
103904873,Cc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1,646,103904873,49830685
103904874,Fc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1,647,103904874,49830686
103904875,Fc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1,648,103904875,49830687
103904876,CCc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1,649,103904876,49830688
103904877,FC(F)Oc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1,650,103904877,49830689
103904878,CCc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1,651,103904878,49830690
103904879,O=C(Nc1cnccn1)Nc2ccnc3ccc(cc23)N4CC5COCC5C4,652,103904879,44247753
103904880,Fc1cc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2cc1F,653,103904880,49830691
103904881,Fc1ccc(F)c2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc12,654,103904881,49830692
103904882,Fc1cccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc12,655,103904882,49830693
103904883,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(Cl)c(Cl)ccc23)n1,656,103904883,49830694
103904884,FC(F)(F)c1ccc2nccc(NC(=O)Nc3cnccn3)c2c1,657,103904884,24858859
103904885,COc1cc(C=O)c(Cl)cc1NC(=O)Nc2cnc(cn2)C#N,658,103904885,23646813
103904886,OC(=O)c1ccc2cc(NC(=O)Nc3cnc(cn3)C#N)ccc2c1,659,103904886,45269554
103904887,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,660,103904887,24859296
103904888,FC(F)(F)c1cccc2c(NC(=O)Nc3cnccn3)ccnc12,661,103904888,24859013
103904889,O=C(Nc1cnccn1)Nc2ccnc3ccccc23,662,103904889,24772168
103904890,FC(F)(F)c1ccc2c(NC(=O)Nc3cnccn3)ccnc2c1,663,103904890,24858860
103904891,COc1ccc2c(NC(=O)Nc3cccc(Br)n3)ccnc2c1,664,103904891,49830695
103904892,COc1cc(C)c(Cl)cc1NC(=O)Nc2cnc(cn2)C#N,665,103904892,49830696
103904893,Fc1cc(F)c2nccc(NC(=O)Nc3cnccn3)c2c1,666,103904893,24859158
103904894,CC#Cc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1,667,103904894,49830697
103904895,FC(F)(F)c1cccc2c(NC(=O)Nc3cccc(n3)N4CCOCC4)ccnc12,668,103904895,24859161
103904896,COc1ccc2c(NC(=O)Nc3cc(ccn3)C(F)(F)F)ccnc2c1,669,103904896,49830698
103904897,FC(F)(F)c1ccc2c(NC(=O)Nc3ccc(cn3)C#N)ccnc2c1,670,103904897,49830699
103904898,FC(F)(F)c1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1,671,103904898,49830700
103904899,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(Cl)cccc23)n1,672,103904899,49830701
103904900,COc1cc(C(=O)O)c(Cl)cc1NC(=O)Nc2cnc(cn2)C#N,673,103904900,49830702
103904901,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(cccc23)C(F)(F)F)n1,674,103904901,49830703
103904902,CCCc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1,675,103904902,49830704
103904904,CC(C)(C)c1ccc2nc([nH]c2c1)c3n[nH]c4ccccc34,676,103904904,136027064
103904905,CCCCN(CCC#N)C(=O)c1ccc2nc([nH]c2c1)c3n[nH]c4ccccc34,677,103904905,136027065
103904907,CC(C)(C)c1ccc2nc([nH]c2c1)c3n[nH]c4ccc(Br)cc34,678,103904907,136027066
103904908,COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(s2)c3ccncc3,679,103904908,49830708
103904909,COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(nc2)c3ccncc3,680,103904909,49830709
103904910,CC(C)Oc1ccc(cc1Cl)c2noc(n2)c3ccc(CN4CC(C4)C(=O)O)cc3,681,103904910,24824725
103904912,CS(=O)(=O)N(Cc1ccc2NC(=O)c3cccn3c2c1)C4CC4,682,103904912,49830711
103904913,O=C1CCCN1Cc2ccc3c(NC(=O)c4cccn34)c2,683,103904913,45273796
103904914,COc1cccc(c1)c2cc3C(=O)Nc4ccccc4n3c2,684,103904914,49830712
103904915,Clc1ccc(cc1)c2cc3C(=O)Nc4ccccc4n3c2,685,103904915,49830713
103904917,CC[C@@H]1C[C@@H](C[C@@H]1c2ncc3cnc4[nH]ccc4n23)NS(=O)(=O)C5CC5,686,103904917,49830715
